index;country_code;country_long;name_of_powerplant;latitude;longitude;primary_fuel;start date;owner of plant;capacity_in_MW;estimated_generation_gwh_2021;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030;2031
9935;DNK;Denmark;Sprogo;55,3436;10,9603;Wind;2009;Great Belt Link;21;75,61;75,61;83,171;91,4881;100,63691;110,700601;121,7706611;133,9477272;147,3424999;162,0767499;178,2844249;196,1128674
9936;DNK;Denmark;Stigsnæsværket;55,2079;11,2528;Coal;1970;;264;965,5032736;965,5032736;1062,053601;1168,258961;1285,084857;1413,593343;1554,952677;1710,447945;1881,492739;2069,642013;2276,606215;2504,266836
9937;DNK;Denmark;Studstrupværket;56,2521;10,3423;Coal;;Ørsted;730;2647,406072;2647,406072;2912,146679;3203,361347;3523,697482;3876,06723;4263,673953;4690,041348;5159,045483;5674,950031;6242,445035;6866,689538
9938;DNK;Denmark;Svanemølle;55,7131;12,588;Gas;1985;;81;305,013548;305,013548;335,5149029;369,0663931;405,9730325;446,5703357;491,2273693;540,3501062;594,3851168;653,8236285;719,2059913;791,1265905
9939;DNK;Denmark;Tuno Knob;55,9694;10,3556;Wind;1995;Ørsted;5;8,67;8,67;9,537;10,4907;11,53977;12,693747;13,9631217;15,35943387;16,89537726;18,58491498;20,44340648;22,48774713
9940;DNK;Denmark;Vandel;55,7;9,195;Solar;;;50,4;69,59;69,59;76,549;84,2039;92,62429;101,886719;112,0753909;123,28293;135,611223;149,1723453;164,0895798;180,4985378
9941;DNK;Denmark;Vindeby;54,97;11,1301;Wind;;Ørsted;5;30,71180411;30,71180411;33,78298452;37,16128297;40,87741126;44,96515239;49,46166763;54,40783439;59,84861783;65,83347961;72,41682758;79,65851033
10105;FIN;Finland;Ahvenkoski;60,5;26,5;Hydro;;Oy Mankala Ab;24;102,52;102,52;112,772;124,0492;136,45412;150,099532;165,1094852;181,6204337;199,7824771;219,7607248;241,7367973;265,910477
10106;FIN;Finland;Aittokoski;63,7833;25,9667;Hydro;;Fortum Power & Heat   Generation;44,8;166,06;166,06;182,666;200,9326;221,02586;243,128446;267,4412906;294,1854197;323,6039616;355,9643578;391,5607936;430,7168729
10107;FIN;Finland;Alakoski;62,55;29,25;Hydro;;Alakoski Oy;4,6;22,1;22,1;24,31;26,741;29,4151;32,35661;35,592271;39,1514981;43,06664791;47,3733127;52,11064397;57,32170837
10108;FIN;Finland;Askala;60,4567;22,6869;Hydro;;Koskienergia Koskivoima Oy;1,3;3,93;3,93;4,323;4,7553;5,23083;5,753913;6,3293043;6,96223473;7,658458203;8,424304023;9,266734426;10,19340787
10109;FIN;Finland;Atro;62,8924;27,677;Hydro;;Savon Voima Oyj;6,5;37,48;37,48;41,228;45,3508;49,88588;54,874468;60,3619148;66,39810628;73,03791691;80,3417086;88,37587946;97,2134674
10110;FIN;Finland;Finlayson ve;61,4991;23,7871;Hydro;;Tampereen Sähkölaitos;4,19;13,2;13,2;14,52;15,972;17,5692;19,32612;21,258732;23,3846052;25,72306572;28,29537229;31,12490952;34,23740047
10111;FIN;Finland;Forssa kt;60,7905;23,5866;Oil;;Fingrid Oyj;332,6;1213,09669;1213,09669;1334,406359;1467,846995;1614,631694;1776,094864;1953,70435;2149,074785;2363,982263;2600,38049;2860,418539;3146,460393
10112;FIN;Finland;Haapakoski;65,3333;25,2833;Hydro;;PVO Vesivoima Oy;32,5;129,9657246;129,9657246;142,9622971;157,2585268;172,9843795;190,2828174;209,3110991;230,2422091;253,26643;278,593073;306,4523803;337,0976183
10113;FIN;Finland;Haapaniemi;62,8924;27,677;Biomass;;Kuopion Energia Oy;118,1;438,9161099;438,9161099;482,8077209;531,088493;584,1973423;642,6170765;706,8787841;777,5666626;855,3233288;940,8556617;1034,941228;1138,435351
10114;FIN;Finland;Haapavesi;64,1333;25,3667;Biomass;;Kanteleen Voima Oy;154;568,4875916;568,4875916;625,3363507;687,8699858;756,6569844;832,3226828;915,5549511;1007,110446;1107,821491;1218,60364;1340,464004;1474,510404
10115;FIN;Finland;Haapavesi;64,1333;25,3667;Gas;;Vapo Oy;2,7;22,41056712;22,41056712;24,65162383;27,11678621;29,82846483;32,81131132;36,09244245;39,70168669;43,67185536;48,0390409;52,84294499;58,12723949
10116;FIN;Finland;Hamari;65,7;25,1667;Hydro;;Korpelan Voima kuntayhtymÃ¤;2,5;12,58;12,58;13,838;15,2218;16,74398;18,418378;20,2602158;22,28623738;24,51486112;26,96634723;29,66298195;32,62928015
10117;FIN;Finland;Hanasaari B;60,1841;24,9711;Coal;;Helsingin Energia;212;777,823133;777,823133;855,6054463;941,1659909;1035,28259;1138,810849;1252,691934;1377,961127;1515,75724;1667,332964;1834,06626;2017,472887
10118;FIN;Finland;Hanhikoski;63,3667;23,4833;Hydro;;Vattenfall Sähköntuotanto oy;1,5;7,07;7,07;7,777;8,5547;9,41017;10,351187;11,3863057;12,52493627;13,7774299;15,15517289;16,67069018;18,33775919
10119;FIN;Finland;Harjavalta;61,3167;22,1333;Oil;;Suomen Teollisuuden Energiapalvelut - STEP Oy;6,3;35,40380762;35,40380762;38,94418838;42,83860722;47,12246794;51,83471474;57,01818621;62,72000483;68,99200531;75,89120585;83,48032643;91,82835907
10120;FIN;Finland;Harjavalta;61,3167;22,1333;Hydro;;LÃ¤nsi-Suomen Voima Oy;72;308,37;308,37;339,207;373,1277;410,44047;451,484517;496,6329687;546,2962656;600,9258921;661,0184813;727,1203295;799,8323624
10121;FIN;Finland;Heinola;61,2167;26,0333;Biomass;;Lahti Energia Oy;3,5;25,2979539;25,2979539;27,82774929;30,61052421;33,67157664;37,0387343;40,74260773;44,8168685;49,29855535;54,22841089;59,65125198;65,61637717
10122;FIN;Finland;Heinola vp;61,2167;26,0333;Biomass;;Stora Enso Oyj Heinolan Flutingtehdas;19;81,24107273;81,24107273;89,36518;98,301698;108,1318678;118,9450546;130,83956;143,923516;158,3158676;174,1474544;191,5621998;210,7184198
10123;FIN;Finland;Hietamankoski;65,7667;24,4;Hydro;;Vattenfall Sähköntuotanto oy;6,7;36,84750101;36,84750101;40,53225111;44,58547622;49,04402384;53,94842623;59,34326885;65,27759574;71,80535531;78,98589084;86,88447992;95,57292792
10124;FIN;Finland;Hilmonkoski;63,0167;25,4167;Hydro;;Vattenfall Sähköntuotanto oy;6,8;21,63;21,63;23,793;26,1723;28,78953;31,668483;34,8353313;38,31886443;42,15075087;46,36582596;51,00240856;56,10264941
10125;FIN;Finland;Hinkua;63,75;25,3333;Hydro;;Vattenfall Sähköntuotanto oy;6,3;23,35;23,35;25,685;28,2535;31,07885;34,186735;37,6054085;41,36594935;45,50254429;50,05279871;55,05807858;60,56388644
10126;FIN;Finland;Hirvikoski;63,6167;29,1167;Hydro;;Vattenfall Sähköntuotanto oy;8,5;34,74;34,74;38,214;42,0354;46,23894;50,862834;55,9491174;61,54402914;67,69843205;74,46827526;81,91510279;90,10661306
10127;FIN;Finland;Huikku Hailuoto;65,009;24,7139;Wind;;Huikku Tuulivoima Oy;2;19,88410369;19,88410369;21,87251405;24,05976546;26,46574201;29,11231621;32,02354783;35,22590261;38,74849287;42,62334216;46,88567637;51,57424401
10128;FIN;Finland;Huittinen  Pahkionvuori tv;61,1833;22,7;Wind;;LÃ¤nnen Lintu Oy;3,6;25,65887724;25,65887724;28,22476497;31,04724146;34,15196561;37,56716217;41,32387839;45,45626623;50,00189285;55,00208214;60,50229035;66,55251938
10129;FIN;Finland;Huutokoski kt;62,9;29,4;Oil;;Fingrid Oyj;180;662,3276619;662,3276619;728,5604281;801,4164709;881,558118;969,7139297;1066,685323;1173,353855;1290,68924;1419,758165;1561,733981;1717,907379
10130;FIN;Finland;Ii  Kuivaniemi tv;62,2333;25,7333;Wind;;Vapo Oy;7;37,93027105;37,93027105;41,72329816;45,89562797;50,48519077;55,53370985;61,08708083;67,19578891;73,9153678;81,30690459;89,43759504;98,38135455
10131;FIN;Finland;Ikaalinen;61,7695;23,0658;Gas;;LeppÃ¤kosken SÃ¤hkÃ¶ Oy;6;34,32103758;34,32103758;37,75314134;41,52845547;45,68130102;50,24943112;55,27437423;60,80181165;66,88199282;73,5701921;80,92721131;89,01993244
10132;FIN;Finland;Imatra;61,1669;28,7745;Hydro;;Fortum Power & Heat OY;192;927,86;927,86;1020,646;1122,7106;1234,98166;1358,479826;1494,327809;1643,760589;1808,136648;1988,950313;2187,845345;2406,629879
10133;FIN;Finland;Inkeroinen ve;60,7;26,85;Hydro;;Kemijoki Oy;17;86,4;86,4;95,04;104,544;114,9984;126,49824;139,148064;153,0628704;168,3691574;185,2060732;203,7266805;224,0993486
10134;FIN;Finland;Isohaara;67,5167;24,7833;Hydro;;PVO Vesivoima Oy;106;414,88;414,88;456,368;502,0048;552,20528;607,425808;668,1683888;734,9852277;808,4837504;889,3321255;978,265338;1076,091872
10135;FIN;Finland;Jalasjoki/Niiles;61,3403;21,5375;Hydro;;Koskienergia Koskivoima Oy;1;16,27487021;16,27487021;17,90235723;19,69259296;21,66185225;23,82803748;26,21084123;28,83192535;31,71511788;34,88662967;38,37529264;42,2128219
10136;FIN;Finland;Joensuu;64,6667;27,1333;Gas;;Fortum Power and Heat Oy;68;258,0935129;258,0935129;283,9028642;312,2931506;343,5224657;377,8747122;415,6621835;457,2284018;502,951242;553,2463662;608,5710028;669,4281031
10137;FIN;Finland;Joensuu;64,6667;27,1333;Biomass;;UPM-Kymmene Oyj;2,8;22,77149046;22,77149046;25,04863951;27,55350346;30,30885381;33,33973919;36,67371311;40,34108442;44,37519286;48,81271215;53,69398336;59,0633817
10138;FIN;Finland;Joutseno;61,118;28,5076;Biomass;;MetsÃ¤ Fibre Oy;85;319,4504819;319,4504819;351,3955301;386,5350831;425,1885915;467,7074506;514,4781957;565,9260152;622,5186168;684,7704784;753,2475263;828,5722789
10139;FIN;Finland;Juankoski;62,8924;27,677;Hydro;;Savon Voima Oyj;5,5;31,24;31,24;34,364;37,8004;41,58044;45,738484;50,3123324;55,34356564;60,8779222;66,96571442;73,66228587;81,02851445
10140;FIN;Finland;Jumisko;66,3333;28,15;Hydro;;PVO Vesivoima Oy;26;116,74;116,74;128,414;141,2554;155,38094;170,919034;188,0109374;206,8120311;227,4932343;250,2425577;275,2668134;302,7934948
10141;FIN;Finland;Juntola;62,95;25,2;Hydro;;Koskienergia Koskivoima Oy;1,8;8,11;8,11;8,921;9,8131;10,79441;11,873851;13,0612361;14,36735971;15,80409568;17,38450525;19,12295577;21,03525135
10142;FIN;Finland;Juotas;63,5;22,5333;Hydro;;Keski-Lapin voima Oy;3,7;18,14;18,14;19,954;21,9494;24,14434;26,558774;29,2146514;32,13611654;35,34972819;38,88470101;42,77317111;47,05048823
10143;FIN;Finland;Juva;61,9;27,85;Hydro;;Koskienergia Koskivoima Oy;1,4;6,69;6,69;7,359;8,0949;8,90439;9,794829;10,7743119;11,85174309;13,0369174;14,34060914;15,77467005;17,35213706
10144;FIN;Finland;Kaaranneskoski;66,3833;23,7;Hydro;;Tornionlaakson Voima Oy-;2,8;14,13;14,13;15,543;17,0973;18,80703;20,687733;22,7565063;25,03215693;27,53537262;30,28890989;33,31780087;36,64958096
10145;FIN;Finland;Kaarni;61;28,5167;Hydro;;Rovakairan Tuotanto Oy;1,2;3,54;3,54;3,894;4,2834;4,71174;5,182914;5,7012054;6,27132594;6,898458534;7,588304387;8,347134826;9,181848309
10146;FIN;Finland;Kaihua;66,35;26,85;Hydro;;Rovakairan Tuotanto Oy;5,4;26,31;26,31;28,941;31,8351;35,01861;38,520471;42,3725181;46,60976991;51,2707469;56,39782159;62,03760375;68,24136413
10147;FIN;Finland;Kaipola;61,8162;25,2353;Biomass;;UPM-Kymmene Oyj;25;102,8964736;102,8964736;113,1861209;124,504733;136,9552063;150,6507269;165,7157996;182,2873796;200,5161176;220,5677293;242,6245023;266,8869525
10148;FIN;Finland;Kaitfors;63,5;22,5167;Hydro;;Oy Perhonjoki Ab;7,6;37,9;37,9;41,69;45,859;50,4449;55,48939;61,038329;67,1421619;73,85637809;81,2420159;89,36621749;98,30283924
10149;FIN;Finland;Kaltimo;62,8;30,15;Hydro;;UPM-Kymmene Oyj;32;141,78;141,78;155,958;171,5538;188,70918;207,580098;228,3381078;251,1719186;276,2891104;303,9180215;334,3098236;367,740806
10150;FIN;Finland;Karjalankoski;62,8924;27,677;Hydro;;Savon Voima Oyj;4,5;25,5;25,5;28,05;30,855;33,9405;37,33455;41,068005;45,1748055;49,69228605;54,66151466;60,12766612;66,14043273
10151;FIN;Finland;Katerma;64,15;28,95;Hydro;;UPM-Kymmene Oyj;11,5;45,02;45,02;49,522;54,4742;59,92162;65,913782;72,5051602;79,75567622;87,73124384;96,50436823;106,154805;116,7702856
10152;FIN;Finland;Kattilakoski;63,4667;23,3;Hydro;;Oy HERRFORS Ab;2,1;10,29;10,29;11,319;12,4509;13,69599;15,065589;16,5721479;18,22936269;20,05229896;22,05752885;24,26328174;26,68960991
10153;FIN;Finland;Kauttua;61,1;22,1667;Biomass;;Adven Oy;19;81,24107273;81,24107273;89,36518;98,301698;108,1318678;118,9450546;130,83956;143,923516;158,3158676;174,1474544;191,5621998;210,7184198
10154;FIN;Finland;Kavo;64,2273;27,7285;Biomass;;Kainuun Voima Oy;85;319,4504819;319,4504819;351,3955301;386,5350831;425,1885915;467,7074506;514,4781957;565,9260152;622,5186168;684,7704784;753,2475263;828,5722789
10155;FIN;Finland;Kellosaari;60,1695;24,9354;Oil;;Helsingin Energia;118;438,5551865;438,5551865;482,4107052;530,6517757;583,7169533;642,0886486;706,2975135;776,9272648;854,6199913;940,0819905;1034,090189;1137,499208
10156;FIN;Finland;Keltti;60,8833;26,6;Hydro;;UPM-Kymmene Oyj;19,1;93,05;93,05;102,355;112,5905;123,84955;136,234505;149,8579555;164,8437511;181,3281262;199,4609388;219,4070326;241,3477359
10157;FIN;Finland;Kelukoski;67,4167;26,6;Hydro;;Kemijoki Oy;9,8;50,4;50,4;55,44;60,984;67,0824;73,79064;81,169704;89,2866744;98,21534184;108,036876;118,8405636;130,72462
10158;FIN;Finland;Kemi;65,7364;24,5637;Biomass;;MetsÃ¤ Fibre Oy;75;283,3581472;283,3581472;311,6939619;342,8633581;377,1496939;414,8646633;456,3511297;501,9862426;552,1848669;607,4033536;668,1436889;734,9580578
10159;FIN;Finland;Kemi Ajos;65,7364;24,5637;Wind;;Haminan Energia Oy;3;23,49333716;23,49333716;25,84267088;28,42693796;31,26963176;34,39659493;37,83625443;41,61987987;45,78186786;50,36005464;55,39606011;60,93566612
10160;FIN;Finland;Kerava;60,4034;25,105;Gas;;Keravan Energia Oy;3,7;26,01980059;26,01980059;28,62178065;31,48395871;34,63235459;38,09559004;41,90514905;46,09566395;50,70523035;55,77575338;61,35332872;67,48866159
10161;FIN;Finland;Kerava;60,4034;25,105;Biomass;;Keravan LÃ¤mpÃ¶voima Oy;19,04;81,38544207;81,38544207;89,52398627;98,4763849;108,3240234;119,1564257;131,0720683;144,1792751;158,5972026;174,4569229;191,9026152;211,0928767
10162;FIN;Finland;Kierikki;65,3333;25,2833;Hydro;;PVO Vesivoima Oy;38;149,8165087;149,8165087;164,7981596;181,2779755;199,4057731;219,3463504;241,2809854;265,409084;291,9499924;321,1449916;353,2594908;388,5854399
10163;FIN;Finland;Killinkoski;62,4;23,8667;Hydro;;Killin Voima Oy;4,5;18,19;18,19;20,009;22,0099;24,21089;26,631979;29,2951769;32,22469459;35,44716405;38,99188045;42,8910685;47,18017535
10164;FIN;Finland;Kiltua;62,8924;27,677;Hydro;;Savon Voima Oyj;5,6;31,81;31,81;34,991;38,4901;42,33911;46,573021;51,2303231;56,35335541;61,98869095;68,18756005;75,00631605;82,50694766
10165;FIN;Finland;Kirkniemi;60,1843;23,946;Gas;;Sappi Finland Oy;128;474,6475213;474,6475213;522,1122734;574,3235007;631,7558508;694,9314359;764,4245795;840,8670374;924,9537412;1017,449115;1119,194027;1231,11343
10166;FIN;Finland;Kissakoski;61,6;26,7333;Hydro;;SUUR-SAVON SÃ„HKÃ– Oy;1,6;7,5;7,5;8,25;9,075;9,9825;10,98075;12,078825;13,2867075;14,61537825;16,07691608;17,68460768;19,45306845
10167;FIN;Finland;Kokkola;63,8333;23,0333;Biomass;;Kokkolan Energia Oy;30;120,9426409;120,9426409;133,036905;146,3405955;160,9746551;177,0721206;194,7793326;214,2572659;235,6829925;259,2512917;285,1764209;313,694063
10168;FIN;Finland;Kokkola;63,8333;23,0333;Biomass;;Kokkolan Voima Oy;19,5;83,04568946;83,04568946;91,35025841;100,4852843;110,5338127;121,5871939;133,7459133;147,1205047;161,8325551;178,0158107;195,8173917;215,3991309
10169;FIN;Finland;Kokkola tv 1 ja 2;63,8333;23,0333;Wind;;Innopower Oy;2;19,88410369;19,88410369;21,87251405;24,05976546;26,46574201;29,11231621;32,02354783;35,22590261;38,74849287;42,62334216;46,88567637;51,57424401
10170;FIN;Finland;Kokkosniva;67,1108;27,5106;Hydro;;Kemijoki Oy;25;129,22;129,22;142,142;156,3562;171,99182;189,191002;208,1101022;228,9211124;251,8132237;276,994546;304,6940006;335,1634007
10171;FIN;Finland;Kolsi;61,2565;22,3564;Hydro;;Kolsin Vesivoimantuotanto Oy;45;174,6;174,6;192,06;211,266;232,3926;255,63186;281,195046;309,3145506;340,2460057;374,2706062;411,6976668;452,8674335
10172;FIN;Finland;Koneharju kt;60,9827;25,6615;Gas;;Lahti Energia Oy;4,6;29,26811072;29,26811072;32,19492179;35,41441397;38,95585536;42,8514409;47,13658499;51,85024349;57,03526784;62,73879462;69,01267408;75,91394149
10173;FIN;Finland;Korkeakoski;61,7971;24,3723;Hydro;;Kolsin Vesivoimantuotanto Oy;8,5;32,84;32,84;36,124;39,7364;43,71004;48,081044;52,8891484;58,17806324;63,99586956;70,39545652;77,43500217;85,17850239
10174;FIN;Finland;Koskensaari;61,7667;28,7667;Oil;;Helsingin Rauta Oy;1,2;16,99671691;16,99671691;18,6963886;20,56602746;22,6226302;24,88489322;27,37338255;30,1107208;33,12179288;36,43397217;40,07736939;44,08510633
10175;FIN;Finland;Kotka;60,4667;26,9167;Biomass;;Kotka Mills Oy;72;272,5304468;272,5304468;299,7834915;329,7618406;362,7380247;399,0118271;438,9130099;482,8043109;531,0847419;584,1932161;642,6125377;706,8737915
10176;FIN;Finland;Kuhankoski;60,9;26,6333;Hydro;;Koskienergia Oy;3,2;14,2;14,2;15,62;17,182;18,9002;20,79022;22,869242;25,1561662;27,67178282;30,4389611;33,48285721;36,83114293
10177;FIN;Finland;Kuokkastenkoski;63,5333;28,9667;Hydro;;Pohjois-Karjalan SÃ¤hkÃ¶ Oy;2;9,11;9,11;10,021;11,0231;12,12541;13,337951;14,6717461;16,13892071;17,75281278;19,52809406;21,48090347;23,62899381
10178;FIN;Finland;Kuopio  Savon Sellu;62,8799;27,6768;Biomass;;Savon Sellu OY;20,5;86,65492294;86,65492294;95,32041523;104,8524568;115,3377024;126,8714727;139,5586199;153,5144819;168,8659301;185,7525231;204,3277755;224,760553
10179;FIN;Finland;Kurittukoski;67,4167;26,6;Hydro;;Kemijoki Oy;15;78,02;78,02;85,822;94,4042;103,84462;114,229082;125,6519902;138,2171892;152,0389081;167,242799;183,9670789;202,3637867
10180;FIN;Finland;Kurkiaska;67,4167;26,6;Hydro;;Kemijoki Oy;27;117,31;117,31;129,041;141,9451;156,13961;171,753571;188,9289281;207,8218209;228,604003;251,4644033;276,6108436;304,271928
10181;FIN;Finland;Kuusamo;65,9667;29,1833;Biomass;;Adven Oy;6;34,32103758;34,32103758;37,75314134;41,52845547;45,68130102;50,24943112;55,27437423;60,80181165;66,88199282;73,5701921;80,92721131;89,01993244
10182;FIN;Finland;Kuusankoski bv;60,9;26,6333;Biomass;;Kymin Voima Oy;76;286,9673807;286,9673807;315,6641188;347,2305306;381,9535837;420,1489421;462,1638363;508,3802199;559,2182419;615,1400661;676,6540727;744,3194799
10183;FIN;Finland;Kuusankoski ve;60,9;26,6333;Hydro;;UPM-Kymmene Oyj;30;127,48;127,48;140,228;154,2508;169,67588;186,643468;205,3078148;225,8385963;248,4224559;273,2647015;300,5911716;330,6502888
10184;FIN;Finland;Lappeenranta  Kaukaan tehdas;61,0587;28,1887;Biomass;;Kaukaan Voima Oy;119;442,16442;442,16442;486,380862;535,0189482;588,520843;647,3729274;712,1102201;783,3212421;861,6533663;947,8187029;1042,600573;1146,860631
10185;FIN;Finland;Lappeenranta TG9;61,0587;28,1887;Biomass;;UPM-Kymmene Oyj;67,3;255,5670495;255,5670495;281,1237544;309,2361299;340,1597428;374,1757171;411,5932888;452,7526177;498,0278795;547,8306674;602,6137342;662,8751076
10186;FIN;Finland;Lappeenranta kombi;61,0587;28,1887;Gas;;UPM-Kymmene Oyj;26,3;107,5884771;107,5884771;118,3473248;130,1820573;143,200263;157,5202893;173,2723182;190,59955;209,659505;230,6254556;253,6880011;279,0568012
10187;FIN;Finland;Leppikoski;64,2;24,5;Hydro;;Fortum Power & Heat   Generation;21;90,45;90,45;99,495;109,4445;120,38895;132,427845;145,6706295;160,2376925;176,2614617;193,8876079;213,2763687;234,6040055
10188;FIN;Finland;Leuhunkoski;64,2;29,5833;Hydro;;Vattenfall Sähköntuotanto oy;3,2;13,21;13,21;14,531;15,9841;17,58251;19,340761;21,2748371;23,40232081;25,74255289;28,31680818;31,148489;34,2633379
10189;FIN;Finland;Lieksankoski;63,3667;30,7;Hydro;;Kemijoki Oy;16;80,6;80,6;88,66;97,526;107,2786;118,00646;129,807106;142,7878166;157,0665983;172,7732581;190,0505839;209,0556423
10190;FIN;Finland;Lielahti;61,4991;23,7871;Gas;;Tampereen Sähkölaitos;142;525,1767899;525,1767899;577,6944689;635,4639158;699,0103074;768,9113381;845,8024719;930,3827191;1023,420991;1125,76309;1238,339399;1362,173339
10191;FIN;Finland;Loviisa Y1;60,3708;26,3468;Nuclear;;Fortum Power & Heat   Power;992;3593,025242;3593,025242;3952,327766;4347,560543;4782,316597;5260,548257;5786,603082;6365,263391;7001,78973;7701,968703;8472,165573;9319,38213
10192;FIN;Finland;Loviisa kt;60,3722;26,3472;Other;;Fingrid Oyj;40;157,0349757;157,0349757;172,7384732;190,0123205;209,0135526;229,9149079;252,9063986;278,1970385;306,0167424;336,6184166;370,2802583;407,3082841
10193;FIN;Finland;Lumijoki;64,8374;25,1861;Wind;;Lumituuli Oy;1,6;18,4404103;18,4404103;20,28445133;22,31289646;24,54418611;26,99860472;29,69846519;32,66831171;35,93514288;39,52865716;43,48152288;47,82967517
10194;FIN;Finland;Maalismaa;65,3333;25,2833;Hydro;;PVO Vesivoima Oy;38,5;151,6211254;151,6211254;166,783238;183,4615618;201,807718;221,9884898;244,1873387;268,6060726;295,4666799;325,0133479;357,5146827;393,2661509
10195;FIN;Finland;Maavesi;62,26;27,5436;Hydro;;Savon Voima Oyj;1,9;8,25;8,25;9,075;9,9825;10,98075;12,078825;13,2867075;14,61537825;16,07691608;17,68460768;19,45306845;21,3983753
10196;FIN;Finland;Mankala;60,8949;26,3387;Hydro;;Oy Mankala Ab;30;127,28;127,28;140,008;154,0088;169,40968;186,350648;204,9857128;225,4842841;248,0327125;272,8359837;300,1195821;330,1315403
10197;FIN;Finland;Martinlaakso;60,2833;24,8364;Gas;;Vantaan Energia Oy;171,7;632,371024;632,371024;695,6081265;765,1689391;841,685833;925,8544163;1018,439858;1120,283844;1232,312228;1355,543451;1491,097796;1640,207576
10198;FIN;Finland;Matarakoski;67,4167;26,6;Hydro;;Kemijoki Oy;11;56,58;56,58;62,238;68,4618;75,30798;82,838778;91,1226558;100,2349214;110,2584135;121,2842549;133,4126804;146,7539484
10199;FIN;Finland;Melo;61,1454;23,5502;Hydro;;PVO Vesivoima Oy;70;273,88;273,88;301,268;331,3948;364,53428;400,987708;441,0864788;485,1951267;533,7146393;587,0861033;645,7947136;710,374185
10200;FIN;Finland;Meri-Pori;61,6317;21,4068;Coal;;Fortum Power & Heat   Generation;565;2051,882549;2051,882549;2257,070804;2482,777884;2731,055673;3004,16124;3304,577364;3635,0351;3998,53861;4398,392471;4838,231719;5322,05489
10201;FIN;Finland;Merikoski;65,0261;25,4706;Hydro;;Oulun Energia;42;190,85;190,85;209,935;230,9285;254,02135;279,423485;307,3658335;338,1024169;371,9126585;409,1039244;450,0143168;495,0157485
10202;FIN;Finland;Mertaniemi 1 ja 2;61,0587;28,1887;Other;;Lappeenrannan LÃ¤mpÃ¶voima Oy;102;380,807451;380,807451;418,8881961;460,7770157;506,8547173;557,540189;613,2942079;674,6236287;742,0859915;816,2945907;897,9240498;987,7164547
10203;FIN;Finland;Myllykoski;65,9667;29,1833;Hydro;;Koskienergia Koskivoima Oy;1,3;3,93;3,93;4,323;4,7553;5,23083;5,753913;6,3293043;6,96223473;7,658458203;8,424304023;9,266734426;10,19340787
10204;FIN;Finland;Myllykoski ve;63;22,8;Hydro;;Myllykoski Paper Oy;25;103;103;113,3;124,63;137,093;150,8023;165,88253;182,470783;200,7178613;220,7896474;242,8686122;267,1554734
10205;FIN;Finland;Myllykoski vp;65,9667;29,1833;Gas;;UPM;32,8;131,0484947;131,0484947;144,1533441;158,5686785;174,4255464;191,868101;211,0549111;232,1604022;255,3764425;280,9140867;309,0054954;339,9060449
10206;FIN;Finland;Naantali  G1  2 ja 3;60,459;22,0545;Gas;;Turun Seudun Energiantuotanto Oy;290;1059,343344;1059,343344;1165,277678;1281,805446;1409,985991;1550,98459;1706,083049;1876,691354;2064,360489;2270,796538;2497,876192;2747,663811
10207;FIN;Finland;Naantali kt;60,459;22,0545;Other;;Fingrid Oyj;40;157,0349757;157,0349757;172,7384732;190,0123205;209,0135526;229,9149079;252,9063986;278,1970385;306,0167424;336,6184166;370,2802583;407,3082841
10208;FIN;Finland;Naistenlahti 2;61,4991;23,7871;Gas;;Tampereen Sähkölaitos;191,2;702,7510768;702,7510768;773,0261844;850,3288029;935,3616832;1028,897851;1131,787637;1244,9664;1369,46304;1506,409344;1657,050279;1822,755307
10209;FIN;Finland;Nokia kombi;61,4667;23,5;Gas;;LeppÃ¤kosken SÃ¤hkÃ¶ Oy;72;272,5304468;272,5304468;299,7834915;329,7618406;362,7380247;399,0118271;438,9130099;482,8043109;531,0847419;584,1932161;642,6125377;706,8737915
10210;FIN;Finland;Nuojua;64,5667;26,6667;Hydro;;Fortum Power & Heat   Generation;81;354,44;354,44;389,884;428,8724;471,75964;518,935604;570,8291644;627,9120808;690,7032889;759,7736178;835,7509796;919,3260776
10211;FIN;Finland;Oksava;63,75;25,3333;Hydro;;Vattenfall Sähköntuotanto oy;3;10,62;10,62;11,682;12,8502;14,13522;15,548742;17,1036162;18,81397782;20,6953756;22,76491316;25,04140448;27,54554493
10212;FIN;Finland;Olkiluoto 1;61,2371;21,4433;Nuclear;;Teollisuuden Voima Oyj;1760;6364,916549;6364,916549;7001,408204;7701,549024;8471,703927;9318,87432;10250,76175;11275,83793;12403,42172;13643,76389;15008,14028;16508,95431
10213;FIN;Finland;Olkiluoto kt;61,2371;21,4433;Other;;Fingrid Oyj;100,5;375,3936008;375,3936008;412,9329608;454,2262569;499,6488826;549,6137709;604,575148;665,0326628;731,5359291;804,689522;885,1584742;973,6743216
10214;FIN;Finland;Olkiluoto tv;61,2369;21,4408;Wind;;Teollisuuden Voima Oyj;1;16,27487021;16,27487021;17,90235723;19,69259296;21,66185225;23,82803748;26,21084123;28,83192535;31,71511788;34,88662967;38,37529264;42,2128219
10215;FIN;Finland;Ossauskoski;66,0833;24,8;Hydro;;Kemijoki Oy;124;462,51;462,51;508,761;559,6371;615,60081;677,160891;744,8769801;819,3646781;901,3011459;991,4312605;1090,574387;1199,631825
