index,country_code,country_long,name_of_powerplant,latitude,longitude,primary_fuel,start date,owner of plant,capacity_in_MW,estimated_generation_gwh_2021
17877,NOR,Norway,Aunfoss,64.6101,12.578,Hydro,,,36.0,153.02
17878,NOR,Norway,Aura,62.6646,8.5244,Hydro,,,352.0,1282.26
17879,NOR,Norway,Aurland5,60.8629,7.3017,Hydro,,,1398.0,5305.73
17880,NOR,Norway,Bagn,60.8261,9.5448,Hydro,,,85.0,366.8
17881,NOR,Norway,Bardufoss,69.0437,18.5897,Hydro,,,2.0,8.44
17882,NOR,Norway,Batsvann,68.0662,17.7754,Hydro,,,38.0,152.52
17883,NOR,Norway,Begna,60.2026,10.2499,Hydro,,,1.0,3.58
17884,NOR,Norway,Bergerfoss,60.2278,10.3753,Hydro,,,3.0,14.15
17885,NOR,Norway,Bergsbotn,69.4332,17.4829,Hydro,,,10.0,40.77
17886,NOR,Norway,Berild,62.4475,7.4875,Hydro,,,17.0,68.99
17887,NOR,Norway,Berlifoss,58.9458,8.4821,Hydro,,,13.0,55.95
17888,NOR,Norway,Bessakerfjellet,64.2221,10.3721,Wind,,,58.0,222.00117817143683
17889,NOR,Norway,Bingsfoss,59.99,11.2648,Hydro,,,36.0,145.03
17890,NOR,Norway,Bjelland,58.4068,7.5282,Hydro,,,70.0,300.51
17891,NOR,Norway,Bjerka,66.0627,13.9978,Hydro,,,29.0,116.84
17892,NOR,Norway,Bjolvo,60.4321,6.4184,Hydro,,,117.0,487.53
17893,NOR,Norway,Bjordal,59.5393,5.5952,Hydro,,,6.0,31.87
17894,NOR,Norway,Bogna,64.2215,12.0369,Hydro,,,60.0,240.4
17895,NOR,Norway,Borgund,61.0586,7.8191,Hydro,,,240.0,925.64
17896,NOR,Norway,Borregaard inst,59.2765,11.1305,Hydro,,,62.0,276.44
17897,NOR,Norway,Boylefoss,58.5962,8.7164,Hydro,,,102.0,506.56
17898,NOR,Norway,Bratsberg,63.3729,10.4098,Hydro,,,140.0,594.69
17899,NOR,Norway,Brattingfoss,64.0433,11.0835,Hydro,,,14.0,51.14
17900,NOR,Norway,Brattset,62.8021,10.0122,Hydro,,,92.0,385.72
17901,NOR,Norway,Breiava,59.1593,6.6173,Hydro,,,16.0,58.45
17902,NOR,Norway,Brekkefoss,60.8876,8.4604,Hydro,,,2.0,9.1
17903,NOR,Norway,Brokke,59.1233,7.5106,Hydro,,,443.0,1354.09
17904,NOR,Norway,Brulandsfoss,61.4358,5.9152,Hydro,,,15.0,62.35
17905,NOR,Norway,Brunstad,62.2845,6.6772,Hydro,,,4.0,13.11
17906,NOR,Norway,Bruvollelva,64.2663,12.2944,Hydro,,,4.0,13.14
17907,NOR,Norway,Byafossen,64.0381,11.5525,Hydro,,,4.0,19.01
17908,NOR,Norway,Byrkjelo,61.7336,6.5086,Hydro,,,25.0,100.54
17909,NOR,Norway,Byrte,59.5576,7.8115,Hydro,,,25.0,99.0
17910,NOR,Norway,Daja,67.0882,16.0569,Hydro,,,31.0,114.63
17911,NOR,Norway,Dale,61.3375,5.412,Hydro,,,171.0,714.58
17912,NOR,Norway,Dalsfoss,58.9671,9.3137,Hydro,,,8.0,38.56
17913,NOR,Norway,Dalvatn,59.6906,6.5701,Hydro,,,37.0,148.25
17914,NOR,Norway,Dittielva,68.6564,18.7843,Hydro,,,6.0,25.95
17915,NOR,Norway,Dividalen,68.8741,19.5607,Hydro,,,30.0,140.9
17916,NOR,Norway,Djupdal,59.9396,9.3392,Hydro,,,17.0,92.66
17917,NOR,Norway,Djupfjord 1,68.6026,15.4734,Hydro,,,5.0,25.34
17918,NOR,Norway,Dokkelva,62.6797,8.1373,Hydro,,,5.0,17.79
17919,NOR,Norway,Dragefossen,67.0239,15.3217,Hydro,,,4.0,17.0
17920,NOR,Norway,Driva,62.623,8.8895,Hydro,,,160.0,589.1
17921,NOR,Norway,Duge,58.6659,6.5031,Hydro,,,200.0,760.92
17922,NOR,Norway,Dversetelva,67.1611,15.4057,Hydro,,,4.0,19.06
17923,NOR,Norway,Dynjanfoss,58.9516,8.3953,Hydro,,,39.0,174.29
17924,NOR,Norway,EVM,60.8085,5.0374,Gas,,,382.0,1391.3928234074879
17925,NOR,Norway,Eidefossen,61.8037,9.3037,Hydro,,,14.0,67.75
17926,NOR,Norway,Eidsfoss,59.297,9.2199,Hydro,,,18.0,94.2
17927,NOR,Norway,Eikelandsosen,60.2486,5.7382,Hydro,,,35.0,150.41
17928,NOR,Norway,Einunna,62.2313,10.3421,Hydro,,,12.0,47.52
17929,NOR,Norway,Eiriksdal,61.2359,6.1984,Hydro,,,100.0,402.57
17930,NOR,Norway,Eitro,60.2941,5.9238,Hydro,,,5.0,15.77
17931,NOR,Norway,Eldrevatn,61.0192,8.1309,Hydro,,,6.0,19.89
17932,NOR,Norway,Ellenelva,69.3807,19.6447,Hydro,,,6.0,24.01
17933,NOR,Norway,Embla,62.2171,6.9098,Hydro,,,6.0,19.84
17934,NOR,Norway,Embrets3,59.901,9.929,Hydro,,,78.0,354.26
17935,NOR,Norway,Evanger,60.6566,6.1121,Hydro,,,446.0,1513.67
17936,NOR,Norway,Fagerli,67.1193,16.0771,Hydro,,,60.0,222.31
17937,NOR,Norway,Fagervollan,66.3703,13.6567,Hydro,,,22.0,112.58
17938,NOR,Norway,Fakken,70.1023,20.1077,Wind,,,59.0,225.6104116443876
17939,NOR,Norway,Fall,60.6778,10.3526,Hydro,,,6.0,26.03
17940,NOR,Norway,Faslefoss,60.957,9.3008,Hydro,,,20.0,97.15
17941,NOR,Norway,Fausa,62.3575,6.8948,Hydro,,,8.0,40.09
17942,NOR,Norway,Finndola,59.178,8.0128,Hydro,,,130.0,502.62
17943,NOR,Norway,Finnfjordbotn,69.2306,18.0889,Gas,,,49.0,189.51807691487986
17944,NOR,Norway,Fjone,59.217,8.4518,Hydro,,,60.0,245.78
17945,NOR,Norway,Flatenfoss,58.6299,8.6888,Hydro,,,14.0,74.3
17946,NOR,Norway,Flittig,59.3229,9.5375,Hydro,,,5.0,20.21
17947,NOR,Norway,Follafoss,63.987,11.102,Hydro,,,49.0,193.82
17948,NOR,Norway,Forsa,68.2762,16.6251,Hydro,,,14.0,51.14
17949,NOR,Norway,Forsanvatn,67.9507,15.654,Hydro,,,11.0,56.28
17950,NOR,Norway,Fortun,61.5049,7.7003,Hydro,,,273.0,894.0
17951,NOR,Norway,Fossan,63.0273,11.6968,Hydro,,,3.0,13.89
17952,NOR,Norway,Fossheim,61.5801,6.4998,Hydro,,,9.0,37.58
17953,NOR,Norway,Fossmark,60.5121,5.7255,Hydro,,,11.0,44.85
17954,NOR,Norway,Fossum,59.2414,9.5607,Hydro,,,1.0,4.47
17955,NOR,Norway,Framruste,61.941,7.8813,Hydro,,,85.0,346.7
17956,NOR,Norway,Froystul,59.8467,8.4274,Hydro,,,50.0,208.22
17957,NOR,Norway,Funna,63.4369,11.7341,Hydro,,,22.0,93.68
17958,NOR,Norway,Funnefoss,60.1671,11.5293,Hydro,,,44.0,195.56
17959,NOR,Norway,Furset,62.2828,6.8848,Hydro,,,5.0,15.77
17960,NOR,Norway,Gamlebrofoss,59.6578,9.6515,Hydro,,,17.0,88.23
17961,NOR,Norway,Gandvik,70.0147,29.1153,Hydro,,,5.0,17.79
17962,NOR,Norway,Gausbu,59.3674,7.8963,Hydro,,,9.0,40.26
17963,NOR,Norway,Geithusfoss,59.929,9.9635,Hydro,,,15.0,76.24
17964,NOR,Norway,Giskemo,62.4772,6.8586,Hydro,,,5.0,17.79
17965,NOR,Norway,Gjerdsvik,62.256,5.5839,Hydro,,,6.0,26.0
17966,NOR,Norway,Gjuva,60.9297,8.4229,Hydro,,,11.0,40.51
17967,NOR,Norway,Glomfjord,66.8138,13.966,Hydro,,,32.0,146.15
17968,NOR,Norway,Grana,63.1163,9.675,Hydro,,,90.0,373.9
17969,NOR,Norway,Gravfoss,59.9294,9.9465,Hydro,,,24.0,113.75
17970,NOR,Norway,Gresslifoss,63.0577,11.4394,Hydro,,,26.0,117.18
17971,NOR,Norway,Grodemfoss,60.4397,5.8595,Hydro,,,4.0,18.09
17972,NOR,Norway,Gronvollfoss,59.6577,9.2079,Hydro,,,40.0,190.09
17973,NOR,Norway,Grov,61.8243,8.9741,Wind,,,45.0,175.08114302307675
17974,NOR,Norway,Grytdalen,63.109,8.559,Hydro,,,1.0,4.88
17975,NOR,Norway,Grytten,62.5024,7.7718,Hydro,,,6.0,26.56
17976,NOR,Norway,Grytten Kraftver,62.5024,7.7718,Hydro,,,160.0,634.51
17977,NOR,Norway,Hanefoss,58.5294,8.3377,Hydro,,,42.0,159.82
17978,NOR,Norway,Hardeland,59.6576,6.0967,Hydro,,,42.0,171.54
17979,NOR,Norway,Harpefossen,61.5815,9.8421,Hydro,,,100.0,441.65
17980,NOR,Norway,Haugfoss,59.9138,9.8857,Hydro,,,4.0,16.65
17981,NOR,Norway,Haukeli,59.7331,7.5464,Hydro,,,6.0,25.32
17982,NOR,Norway,Haukland,58.4651,6.5443,Hydro,,,6.0,19.89
17983,NOR,Norway,Haukrei,59.2048,7.8318,Hydro,,,19.0,69.54
17984,NOR,Norway,Haverstad,58.5066,7.4195,Hydro,,,62.0,266.17
17985,NOR,Norway,Havoygavlen,71.0109,24.5824,Wind,,,40.0,157.03497565832288
17986,NOR,Norway,Heggmoen,67.3558,14.8521,Hydro,,,12.0,53.3
17987,NOR,Norway,Hegsetfoss,63.1653,11.2307,Hydro,,,40.0,177.96
17988,NOR,Norway,Hekni,58.995,7.5473,Hydro,,,60.0,277.94
17989,NOR,Norway,Hellandsfoss,60.8324,5.8825,Hydro,,,35.0,142.66
17990,NOR,Norway,Hemsil 2,60.7053,8.9718,Hydro,,,188.0,848.84
17991,NOR,Norway,Hensfoss,60.2113,10.2367,Hydro,,,20.0,92.37
17992,NOR,Norway,Herva,61.5662,7.8624,Hydro,,,45.0,180.41
17993,NOR,Norway,Hitra,63.526,8.7793,Wind,,,55.0,211.1734777525845
17994,NOR,Norway,Hjartdola,59.6042,8.712,Hydro,,,150.0,526.33
17995,NOR,Norway,Hjelmeland,59.2239,6.2193,Hydro,,,6.0,22.28
17996,NOR,Norway,Hjorteland,59.3748,6.4495,Hydro,,,9.0,41.39
17997,NOR,Norway,Hodnaberg,60.5579,6.2112,Hydro,,,43.0,172.29
17998,NOR,Norway,Hofsfoss,60.1851,10.2411,Hydro,,,32.0,136.11
17999,NOR,Norway,Hog Jare,58.6464,5.7483,Wind,,,74.0,279.7489137386492
18000,NOR,Norway,Hogga,59.3105,9.0452,Hydro,,,20.0,100.07
18001,NOR,Norway,Hogstad,59.3213,9.657,Hydro,,,11.0,40.39
18002,NOR,Norway,Hol 3,60.5744,8.411,Hydro,,,348.0,1276.17
18003,NOR,Norway,Holen,59.346,7.2493,Hydro,,,460.0,1547.64
18004,NOR,Norway,Holsbru,61.3119,7.8316,Hydro,,,56.0,218.79
18005,NOR,Norway,Hommelfoss,60.9002,5.6179,Hydro,,,3.0,9.34
18006,NOR,Norway,Honnefoss,58.419,6.1095,Hydro,,,4.0,14.73
18007,NOR,Norway,Hopselva,60.3122,5.6698,Hydro,,,5.0,17.79
18008,NOR,Norway,Horga,60.0561,9.5393,Hydro,,,7.0,29.03
18009,NOR,Norway,Hovatn,58.9829,7.6694,Hydro,,,55.0,254.78
18010,NOR,Norway,Hove,61.0698,6.5948,Hydro,,,73.0,294.62
18011,NOR,Norway,Hunderfossen,61.2171,10.4394,Hydro,,,124.0,505.49
18012,NOR,Norway,Hundhammerfjelle,64.7554,11.3764,Wind,,,46.0,178.69037649602754
18013,NOR,Norway,Hylen,58.4653,6.544,Hydro,,,190.0,740.24
18014,NOR,Norway,Hynna,63.0578,11.4394,Hydro,,,5.0,23.65
18015,NOR,Norway,Innset,68.6576,18.82,Hydro,,,105.0,416.23
18016,NOR,Norway,Innvik,61.8428,6.6285,Hydro,,,17.0,77.04
18017,NOR,Norway,Istad,62.8053,7.7004,Hydro,,,6.0,25.49
18018,NOR,Norway,Iveland,58.3904,7.8944,Hydro,,,53.0,262.09
18019,NOR,Norway,Jorundland,58.8976,8.2598,Hydro,,,65.0,291.04
18020,NOR,Norway,Jossang krv.,59.0003,6.075,Hydro,,,38.0,163.3
18021,NOR,Norway,Jossingfjord,58.3258,6.3517,Hydro,,,7.0,25.99
18022,NOR,Norway,Jostedal,61.5266,7.2879,Hydro,,,320.0,1092.96
18023,NOR,Norway,Jukla,60.1891,6.3831,Hydro,,,44.0,204.31
18024,NOR,Norway,Julskaret,63.1403,10.9664,Hydro,,,8.0,35.83
18025,NOR,Norway,Juvfossen,62.2462,6.8901,Hydro,,,7.0,23.15
18026,NOR,Norway,Kaggefoss,59.9314,9.9476,Hydro,,,101.0,444.22
18027,NOR,Norway,Kaldestad,60.5545,6.0227,Hydro,,,30.0,120.65
18028,NOR,Norway,Kalvedalen,61.2567,8.7586,Hydro,,,22.0,88.79
18029,NOR,Norway,Kangsliaga,61.2567,8.7586,Hydro,,,3.0,9.36
18030,NOR,Norway,Kanstadbotn,62.676,8.157,Hydro,,,6.0,26.49
18031,NOR,Norway,Kaupanger,61.1832,7.2349,Hydro,,,6.0,22.28
18032,NOR,Norway,Kildalen,69.666,21.1067,Hydro,,,9.0,39.33
18033,NOR,Norway,Kiste,59.2428,9.8119,Hydro,,,7.0,23.15
18034,NOR,Norway,Kistefoss,60.2221,10.3687,Hydro,,,7.0,34.93
18035,NOR,Norway,Kjela,59.7308,7.4255,Hydro,,,72.0,272.31
18036,NOR,Norway,Kjollefjord,70.9217,27.2541,Wind,,,50.0,193.12731038783062
18037,NOR,Norway,Kjosnesfjorden,61.5177,6.6154,Hydro,,,97.0,361.14
18038,NOR,Norway,Kleiva,59.7393,6.5187,Hydro,,,5.0,15.8
18039,NOR,Norway,Klosterfoss,59.1984,9.6096,Hydro,,,12.0,61.23
18040,NOR,Norway,Knutfoss,64.5228,12.4264,Hydro,,,5.0,15.8
18041,NOR,Norway,Kobbelv,67.6232,15.9902,Hydro,,,352.0,1305.04
18042,NOR,Norway,Kolsvik,65.204,12.7936,Hydro,,,163.0,735.29
18043,NOR,Norway,Krokevatn,60.9838,5.6986,Hydro,,,4.0,13.11
18044,NOR,Norway,Kvanangen,69.7142,22.1694,Hydro,,,64.0,260.78
18045,NOR,Norway,Kvanndal,59.6581,6.9834,Hydro,,,50.0,200.68
18046,NOR,Norway,Kvannvatn,66.4177,14.523,Hydro,,,4.0,17.38
18047,NOR,Norway,Kvilldal,59.5118,6.5846,Hydro,,,1444.0,5614.82
18048,NOR,Norway,Kvinen,58.9281,7.0838,Hydro,,,90.0,366.86
18049,NOR,Norway,Kvitfossen,68.3268,14.6523,Hydro,,,8.0,38.06
18050,NOR,Norway,Kvittingen,60.4647,5.9085,Hydro,,,56.0,228.65
18051,NOR,Norway,Lakshola,67.4482,15.7505,Hydro,,,34.0,136.23
18052,NOR,Norway,Lang Sima,60.4986,7.1447,Hydro,,,580.0,2105.46
18053,NOR,Norway,Langfjord,65.3752,12.7007,Hydro,,,10.0,51.65
18054,NOR,Norway,Langvatn,66.337,14.1667,Hydro,,,115.0,559.96
18055,NOR,Norway,Lassajavrre,69.6606,22.22,Hydro,,,9.0,41.12
18056,NOR,Norway,Laudal,58.245,7.5141,Hydro,,,38.0,162.86
18057,NOR,Norway,Lavkajohka,69.2343,20.5261,Hydro,,,10.0,41.2
18058,NOR,Norway,Leinafoss,60.8318,7.1186,Hydro,,,5.0,19.71
18059,NOR,Norway,Leirfossene,68.2394,14.5326,Hydro,,,53.0,222.43
18060,NOR,Norway,Liarelva,59.807,5.9818,Hydro,,,2.0,7.84
18061,NOR,Norway,Lindland,58.3588,6.3034,Hydro,,,24.0,109.29
18062,NOR,Norway,Lio,59.4627,7.9391,Hydro,,,51.0,201.19
18063,NOR,Norway,Litjfossen,62.6648,10.1463,Hydro,,,83.0,322.7
18064,NOR,Norway,Litledalen,59.6635,6.0654,Hydro,,,20.0,86.02
18065,NOR,Norway,Logna,58.7638,7.5096,Hydro,,,22.0,88.63
18066,NOR,Norway,Lomen,61.1355,8.8793,Hydro,,,60.0,275.89
18067,NOR,Norway,Lomi,67.124,16.0969,Hydro,,,140.0,494.74
18068,NOR,Norway,Luostejok,69.8295,25.1672,Hydro,,,2.0,9.11
18069,NOR,Norway,Lutufallet,61.0656,12.5818,Hydro,,,15.0,80.07
18070,NOR,Norway,Lya,60.6643,8.681,Hydro,,,6.0,29.19
18071,NOR,Norway,Lysbotn,69.3871,17.7976,Hydro,,,6.0,24.41
18072,NOR,Norway,Lysebotn,59.0538,6.6258,Hydro,,,264.0,1041.71
18073,NOR,Norway,Matre,60.8744,5.5905,Hydro,,,275.0,921.55
18074,NOR,Norway,Maudal,58.7647,6.3684,Hydro,,,29.0,116.63
18075,NOR,Norway,Mauranger,60.1318,6.3305,Hydro,,,307.0,1131.47
18076,NOR,Norway,Mel,61.3467,6.5565,Hydro,,,60.0,243.96
18077,NOR,Norway,Melkefoss,69.3993,29.7872,Hydro,,,26.0,133.16
18078,NOR,Norway,Melkoya,70.684,23.5929,Gas,,,250.0,914.9740049779855
18079,NOR,Norway,Mesna,61.117,10.4709,Hydro,,,42.0,162.43
18080,NOR,Norway,Midtre Tessa,61.846,8.9611,Hydro,,,9.0,32.49
18081,NOR,Norway,Modalen,60.8366,5.8599,Hydro,,,2.0,9.29
18082,NOR,Norway,Mofjellet,66.3008,14.2484,Hydro,,,1.0,4.06
18083,NOR,Norway,Mosvik,63.7265,10.8685,Hydro,,,46.0,178.69037649602754
18084,NOR,Norway,Mykstufoss,60.0493,9.2006,Hydro,,,72.0,343.88
18085,NOR,Norway,Naddvik,61.1822,7.6355,Hydro,,,118.0,410.91
18086,NOR,Norway,Naturkraft CCPP,59.2751,5.5129,Gas,,,520.0,1889.4670426746943
18087,NOR,Norway,Nea,63.0293,11.687,Hydro,,,260.0,891.82
18088,NOR,Norway,Nedre Rossaga,66.052,13.782,Hydro,,,378.0,1364.47
18089,NOR,Norway,Nedre Vinstra,61.5761,9.7978,Hydro,,,343.0,1294.72
18090,NOR,Norway,NedreFiskumfoss,64.5433,12.455,Hydro,,,51.0,217.15
18091,NOR,Norway,NedreNea,63.1517,11.2396,Hydro,,,70.0,311.94
18092,NOR,Norway,Nes OEK,60.6044,9.0697,Hydro,,,299.0,1198.34
18093,NOR,Norway,Nomeland,58.3567,7.9045,Hydro,,,56.0,276.92
18094,NOR,Norway,Norddalen,68.1743,17.9191,Hydro,,,9.0,39.71
18095,NOR,Norway,Nore 1,60.2385,9.0008,Hydro,,,302.0,1004.83
18096,NOR,Norway,Novle,59.8385,6.8805,Hydro,,,50.0,186.41
18097,NOR,Norway,Nygard,60.8933,6.0563,Hydro,,,93.0,375.58
18098,NOR,Norway,Nygardsfjellet,68.5078,17.8764,Wind,,,36.0,142.5980417665198
18099,NOR,Norway,Oksla,60.1201,6.5566,Hydro,,,240.0,973.9
18100,NOR,Norway,Oljusjoen,60.9727,8.0747,Hydro,,,56.0,224.77
18101,NOR,Norway,Ormsetfoss,63.8451,10.6878,Hydro,,,50.0,198.2
18102,NOR,Norway,Osa,61.235,11.5091,Hydro,,,96.0,395.43
18103,NOR,Norway,Ovre Rossaga,65.8873,13.8012,Hydro,,,188.0,662.36
18104,NOR,Norway,Ovre Vinstra,61.4833,9.3125,Hydro,,,150.0,531.98
18105,NOR,Norway,Oyberget,61.9342,8.0307,Hydro,,,109.0,468.92
18106,NOR,Norway,RKA Nyhamna,62.8489,6.9433,Gas,,,253.0,925.8017053968377
18107,NOR,Norway,Ramfoss,60.0825,9.8155,Hydro,,,39.0,167.54
18108,NOR,Norway,Rana,66.3034,14.2624,Hydro,,,570.0,2109.26
18109,NOR,Norway,Refsdal,61.0213,6.5673,Hydro,,,100.0,402.57
18110,NOR,Norway,Rendal 2,61.8123,11.1214,Hydro,,,114.0,414.88
18111,NOR,Norway,Rendalen,61.8123,11.1214,Hydro,,,113.0,412.32
18112,NOR,Norway,Roldal,59.8215,6.8176,Hydro,,,192.0,661.35
18113,NOR,Norway,Roskrepp,59.0257,7.0853,Hydro,,,56.0,271.53
18114,NOR,Norway,Rygene,58.4062,8.6377,Hydro,,,65.0,309.4
18115,NOR,Norway,Saheim,59.877,8.5929,Hydro,,,206.0,765.13
18116,NOR,Norway,Sarp,59.2764,11.1337,Hydro,,,90.0,401.53
18117,NOR,Norway,Saurdal,59.4828,6.6726,Hydro,,,674.0,2408.51
18118,NOR,Norway,Savalen,62.1868,10.6171,Hydro,,,78.0,315.34
18119,NOR,Norway,Sildvik,68.4087,17.8011,Hydro,,,75.0,298.06
18120,NOR,Norway,Siso,67.325,15.7073,Hydro,,,229.0,954.32
18121,NOR,Norway,Sjona,66.3106,13.5635,Hydro,,,60.0,293.54
18122,NOR,Norway,Sjonsta,67.1944,15.7086,Hydro,,,88.0,375.59
18123,NOR,Norway,Skibotn,69.3153,20.3582,Hydro,,,83.0,315.17
18124,NOR,Norway,Skjerka,58.554,7.3762,Hydro,,,120.0,455.44
18125,NOR,Norway,Skjomen,68.2038,17.3607,Hydro,,,360.0,1363.05
18126,NOR,Norway,Skogfoss,69.3729,29.694,Hydro,,,54.0,267.57
18127,NOR,Norway,Skollenborg,59.6189,9.6677,Hydro,,,102.0,491.08
18128,NOR,Norway,Smola,63.4106,7.9099,Wind,,,160.0,590.1429924124158
18129,NOR,Norway,Solberg2,59.6365,11.1542,Hydro,,,240.0,898.57
18130,NOR,Norway,Solhom,58.7683,7.0202,Hydro,,,250.0,838.33
18131,NOR,Norway,Songa,59.7776,7.7258,Hydro,,,140.0,490.19
18132,NOR,Norway,Sonna,59.6471,6.3538,Hydro,,,310.0,1223.23
18133,NOR,Norway,Sorfjord2,68.0645,16.6638,Hydro,,,88.0,345.31
18134,NOR,Norway,Stakaldefossen,61.4459,6.0097,Hydro,,,107.0,406.26
18135,NOR,Norway,Steinsfoss,58.3002,7.9675,Hydro,,,125.0,572.23
18136,NOR,Norway,Steinsland,60.9261,5.9781,Hydro,,,198.0,763.33
18137,NOR,Norway,Storlivatn,59.6852,6.5196,Hydro,,,66.0,265.0
18138,NOR,Norway,Straumsmo,68.7408,18.643,Hydro,,,170.0,628.67
18139,NOR,Norway,Stuvane,61.0514,7.6418,Hydro,,,42.0,197.85
18140,NOR,Norway,Suldal 2,59.6496,6.8166,Hydro,,,350.0,1056.95
18141,NOR,Norway,Sundsbarm,59.4976,8.6343,Hydro,,,118.0,432.49
18142,NOR,Norway,Sundsfjord,66.9709,14.1516,Hydro,,,128.0,509.51
18143,NOR,Norway,Svartisen,66.7282,13.9135,Hydro,,,780.0,3137.37
18144,NOR,Norway,Svean,63.2793,10.4728,Hydro,,,42.0,194.43
18145,NOR,Norway,Svelgen,61.7688,5.3076,Hydro,,,140.0,586.42
18146,NOR,Norway,Svelgfoss,59.5813,9.2572,Hydro,,,111.0,535.02
18147,NOR,Norway,Svorkmo,63.1783,9.7708,Hydro,,,61.0,265.35
18148,NOR,Norway,Sy-Sima,60.4986,7.1443,Hydro,,,720.0,2880.89
18149,NOR,Norway,Tevla,63.3904,11.9106,Hydro,,,60.0,247.3
18150,NOR,Norway,Tinfos Telemark,59.5686,9.2645,Hydro,,,70.0,333.17
18151,NOR,Norway,Tjodan,59.0521,6.6524,Hydro,,,130.0,476.34
18152,NOR,Norway,Tjorhom,58.8794,6.8212,Hydro,,,140.0,543.42
18153,NOR,Norway,Tokke,59.4479,8.0354,Hydro,,,480.0,1751.97
18154,NOR,Norway,Tonstad,58.6648,6.7084,Hydro,,,1130.0,3988.43
18155,NOR,Norway,Torpa,60.9961,10.0577,Hydro,,,170.0,724.04
18156,NOR,Norway,Trolheim,63.0024,9.0191,Hydro,,,169.0,704.04
18157,NOR,Norway,Tunnsjodal,64.7041,12.8358,Hydro,,,203.0,835.92
18158,NOR,Norway,Tussa,62.1088,6.5594,Hydro,,,64.0,250.97
18159,NOR,Norway,Tyin,61.3103,7.8316,Hydro,,,440.0,1407.92
18160,NOR,Norway,Tysso 2,60.1292,6.6412,Hydro,,,258.0,975.8
18161,NOR,Norway,Ulset,62.6187,10.2545,Hydro,,,40.0,155.22
18162,NOR,Norway,Usta,60.5743,8.4096,Hydro,,,206.0,861.71
18163,NOR,Norway,Ustekveikja,60.5277,7.7524,Hydro,,,42.0,156.0
18164,NOR,Norway,Uvdal 1,60.265,8.9308,Hydro,,,150.0,643.17
18165,NOR,Norway,Vamma,59.5423,11.1704,Hydro,,,252.0,935.2
18166,NOR,Norway,Vemork,59.8468,8.4274,Hydro,,,224.0,769.78
18167,NOR,Norway,Vemundsbotn,60.855,5.6951,Hydro,,,55.0,220.37
18168,NOR,Norway,Vessingfoss,62.9957,11.8285,Hydro,,,45.0,190.1
18169,NOR,Norway,Vinje,59.6246,7.8508,Hydro,,,375.0,1173.68
18170,NOR,Norway,Vrangfoss,59.3021,9.2047,Hydro,,,42.0,202.21
18171,NOR,Norway,Ylja,61.1975,8.3808,Hydro,,,66.0,258.41
21038,SWE,Sweden,Ajaure,65.5065,15.621,Hydro,1967.0,100% Vattenfall,86.0,324.51
21039,SWE,Sweden,Akkats,66.6314,19.8199,Hydro,1973.0,100% Vattenfall,150.0,525.67
21040,SWE,Sweden,Alfta (Malvik),61.3468,16.075,Hydro,1945.0,Fortum,32.0,106.91
21041,SWE,Sweden,Alvkarleby,60.5637,17.442,Hydro,1991.0,100% Vattenfall,116.0,492.32
21042,SWE,Sweden,Angaback,56.4833,13.5,Hydro,1952.0,100% Statkraft,7.0,31.53
21043,SWE,Sweden,Anjan,63.6833,12.6333,Hydro,1978.0,Fortum,25.0,92.07
21044,SWE,Sweden,Aros,59.5883,16.5136,Biomass,,,94.0,351.9335831976647
21045,SWE,Sweden,Asele,64.102,17.2891,Hydro,,100% Vattenfall,27.0,115.27
21046,SWE,Sweden,Avesta Lillfors,60.15,16.1667,Hydro,1981.0,Fortum,22.0,101.77
21047,SWE,Sweden,Avesta Storfors,60.1454,16.1679,Hydro,,Fortum,15.0,77.39
21048,SWE,Sweden,Avestaforsen,60.1454,16.1679,Hydro,2007.0,Fortum,24.0,111.02
21049,SWE,Sweden,Bassalt,56.75,13.2833,Hydro,1910.0,100% Statkraft,8.0,27.57
21050,SWE,Sweden,Bastusel,65.4023,18.6727,Hydro,1972.0,100% Vattenfall,107.0,423.48
21051,SWE,Sweden,Batfors,65.1167,21.1,Hydro,,6.6% Statkraft,42.0,168.8
21052,SWE,Sweden,Bergeforsen,62.5204,17.3875,Hydro,1955.0,100% Vattenfall,166.0,599.09
21053,SWE,Sweden,Bergvattnet,64.55,15.2333,Hydro,1968.0,100% Statkraft,21.0,70.96
21054,SWE,Sweden,Bergvik,61.2667,16.85,Hydro,1961.0,Fortum,16.2,55.72
21055,SWE,Sweden,Bjorkhojden,63.423,16.1473,Wind,,100% Statkraft,288.0,1052.1248769501149
21056,SWE,Sweden,Bjorna,63.5667,18.55,Hydro,1986.0,90.1% Statkraft,17.0,79.27
21057,SWE,Sweden,Bjurfors Nedre,60.065,15.9237,Hydro,1959.0,100% Statkraft,78.0,298.89
21058,SWE,Sweden,Bjurfors Ovre,60.065,15.9237,Hydro,1961.0,100% Statkraft,42.0,159.72
21059,SWE,Sweden,Blyberg,61.15,14.1833,Hydro,1967.0,Fortum,15.0,71.69
21060,SWE,Sweden,Boden,65.8078,21.6716,Hydro,1972.0,100% Vattenfall,80.0,321.53
21061,SWE,Sweden,Brynge,63.2909,18.7153,Hydro,1994.0,100% Statkraft,5.0,14.77
21062,SWE,Sweden,Bullerforsen,60.4858,15.4371,Hydro,,Fortum,47.0,196.1
21063,SWE,Sweden,Dejefors,59.6167,13.4667,Hydro,1906.0,Fortum,20.0,83.46
